"_","34102","34103","34104","34105","34106","34107","34108","34109","34110","34111","34112","34113","34114","34115","34118","34119","34120"
"34102","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"34103","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"34104","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"34105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34106","0","1","1","0","1","1","1","0","1","0","0","1","1","0","1","0","0"
"34107","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"34108","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0"
"34109","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"34110","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","0","1"
"34111","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1"
"34112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34113","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"34114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34115","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"34118","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
"34119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
