"_","33101","33102","33103","33104","33105","33106","33107","33108","33109","33110","33111","33112","33113","33115","33116","33117","33118","33119","33120","33123","33124","33125","33126","33128"
"33101","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"33102","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"33103","1","0","0","1","1","0","0","0","0","1","0","1","0","1","1","1","1","0","0","0","0","0","1","0"
"33104","0","1","0","0","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","1","0"
"33105","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"33106","1","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"33107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33108","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0"
"33109","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"33110","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33113","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33115","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0"
"33116","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0"
"33117","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"33118","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"33119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33120","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0"
"33123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"33124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33126","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"33128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
