"_","41101","41103","41105","41106","41107","41109","41110","41111","41113","41114","41115","41116","41117","41118","41119","41120","41121","41122","41123","41124","41125","41126","41127","41128","41129","41130","41131","41132","41133"
"41101","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"41103","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"41105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"41106","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0"
"41107","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0"
"41109","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0"
"41110","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41111","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"41113","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"41114","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
"41115","1","1","1","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","1","1","0","1","1","0","1","1"
"41116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"41117","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"41118","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"41119","0","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0"
"41120","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41121","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","1"
"41122","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"41123","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","0","1","1","1","0","0","0","0","1","0"
"41124","1","0","1","1","0","1","0","1","0","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","1","1"
"41125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"41126","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41128","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0"
"41129","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"41130","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"41131","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41132","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41133","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","1"
