"_","12101","12102","12103","12104","12105","12106","12107","12108","12109","12110","12111","12112","12113","12114","12115","12116","12117","12118","12119"
"12101","0","1","1","0","1","0","1","1","0","1","1","0","1","1","0","1","0","0","1"
"12102","0","1","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1"
"12103","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1"
"12104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12105","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"12106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12107","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","1"
"12108","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"12109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12110","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1"
"12111","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"12112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12113","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"12114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12116","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","1","0"
"12117","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0"
"12118","0","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","1","0"
"12119","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1"
