"_","31201","31202","31203","31204","31205","31206","31207","31208","31209","31210","31211","31212","31213","31214","31215","31216","31217"
"31201","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31202","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0"
"31203","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0"
"31204","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0"
"31205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"31206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31207","0","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"31208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31209","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"31210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31211","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0"
"31212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31213","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0"
"31214","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"31215","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"31216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31217","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
