"_","41101","41102","41105","41107","41109","41110","41111","41113","41118","41119","41120","41121","41122","41124","41128","41129","41130","41131","41133","41134","41135","41136","41137","41225"
"41101","1","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"41102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41107","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","1","1"
"41109","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"41110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41111","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"41113","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41118","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41119","0","1","1","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"41120","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"41121","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1"
"41122","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"41124","0","1","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","1"
"41128","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1"
"41129","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"41130","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1"
"41131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41133","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"41134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41135","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41136","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41137","0","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0"
"41225","0","1","1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0"
